id,Class01:ExternalBug,Class02:GasException,Class03:MishandledException,Class04:Timestamp,Class06:UnusedReturn,Class08:CallToUnknown,Class09:DenialOfService,Class10:IntegerUO,Class11:Reentrancy,Class12:NonVulnerable,sample_reason,primary_class,n_pos,pragma,slither_status,slither_hits,disagreement_score,bccc_path_fixed,bccc_classes
1cbf966046f79bfde8e008699e3e7ed0bbdaa9c0afc3c16a2dbd12f1db0234cc,1,1,1,1,1,1,0,1,1,0,nine_folder_maxing,ExternalBug,8,^0.4.13,OK,"[""constable-states"", ""constable-states"", ""constable-states"", ""function-init-state"", ""solc-version"", ""solc-version"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention""]",0.4444444444444444,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/1cbf966046f79bfde8e008699e3e7ed0bbdaa9c0afc3c16a2dbd12f1db0234cc.sol,"Class01:ExternalBug, Class02:GasException, Class03:MishandledException, Class04:Timestamp, Class06:UnusedReturn, Class08:CallToUnknown, Class10:IntegerUO, Class11:Reentrancy"
1ff44f67b1981220331860e9944c94acc3e42f3129db7319adf57d91c3889b7c,0,1,1,0,0,0,1,0,1,1,review_pending,GasException,5,^0.4.18,OK,"[""divide-before-multiply"", ""divide-before-multiply"", ""divide-before-multiply"", ""divide-before-multiply"", ""external-function"", ""solc-version"", ""solc-version"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""timestamp"", ""timestamp"", ""too-many-digits""]",0.3888888888888889,BCCC-SCsVul-2024/SourceCodes/DenialOfService/1ff44f67b1981220331860e9944c94acc3e42f3129db7319adf57d91c3889b7c.sol,"Class02:GasException, Class03:MishandledException, Class09:DenialOfService, Class11:Reentrancy, Class12:NonVulnerable"
147725c17af042280cfb4a4b2b709e133fe0d38020057498052dc60bcf0edbb8,1,1,1,1,1,1,0,1,1,0,nine_folder_maxing,ExternalBug,8,0.4.24,OK,"[""controlled-array-length"", ""controlled-array-length"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""solc-version"", ""solc-version"", ""missing-zero-check"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention""]",0.3888888888888889,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/147725c17af042280cfb4a4b2b709e133fe0d38020057498052dc60bcf0edbb8.sol,"Class01:ExternalBug, Class02:GasException, Class03:MishandledException, Class04:Timestamp, Class06:UnusedReturn, Class08:CallToUnknown, Class10:IntegerUO, Class11:Reentrancy"
9e3909b6bc876db6ab764e099553a7a32cfa1be39100496fead49ca6afb1d6b9,0,0,0,0,0,1,0,0,1,1,review_pending,CallToUnknown,3,^0.4.18,OK,"[""assembly"", ""assembly"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""cache-array-length"", ""cache-array-length"", ""cache-array-length"", ""cache-array-length"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""divide-before-multiply"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""erc20-interface"", ""solc-version"", ""solc-version"", ""incorrect-equality"", ""incorrect-equality"", ""low-level-calls"", ""events-access"", ""events-access"", ""events-access"", ""events-access"", ""events-maths"", ""events-maths"", ""events-maths"", ""events-maths"", ""events-maths"", ""missing-inheritance"", ""missing-zero-check"", ""missing-zero-check"", ""missing-zero-check"", ""missing-zero-check"", ""missing-zero-check"", ""missing-zero-check"", ""missing-zero-check"", ""calls-loop"", ""calls-loop"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-no-eth"", ""reentrancy-no-eth"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""too-many-digits"", ""too-many-digits"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""uninitialized-local"", ""uninitialized-local"", ""uninitialized-local"", ""unused-return"", ""unused-return""]",0.3888888888888889,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/9e3909b6bc876db6ab764e099553a7a32cfa1be39100496fead49ca6afb1d6b9.sol,"Class08:CallToUnknown, Class11:Reentrancy, Class12:NonVulnerable"
8177423cb92d8643b00f64d8e5af7b4ea572cac26f88562e6952cdea5f6982e3,0,0,0,0,0,1,0,0,1,1,review_pending,CallToUnknown,3,^0.4.24,OK,"[""arbitrary-send-eth"", ""assembly"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""boolean-equal"", ""constant-function-asm"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""divide-before-multiply"", ""divide-before-multiply"", ""divide-before-multiply"", ""divide-before-multiply"", ""divide-before-multiply"", ""divide-before-multiply"", ""divide-before-multiply"", ""divide-before-multiply"", ""external-function"", ""external-function"", ""external-function"", ""solc-version"", ""solc-version"", ""low-level-calls"", ""low-level-calls"", ""low-level-calls"", ""missing-zero-check"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-unlimited-gas"", ""reentrancy-no-eth"", ""reentrancy-no-eth"", ""reentrancy-no-eth"", ""reentrancy-no-eth"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""unchecked-lowlevel"", ""unchecked-lowlevel"", ""unchecked-lowlevel"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""uninitialized-local"", ""uninitialized-local"", ""uninitialized-local"", ""uninitialized-local""]",0.3888888888888889,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/8177423cb92d8643b00f64d8e5af7b4ea572cac26f88562e6952cdea5f6982e3.sol,"Class08:CallToUnknown, Class11:Reentrancy, Class12:NonVulnerable"
1f448dcda1b131fe20ee2c91d627ecd59e047e7b3b737bc4097540633168ba68,0,0,0,0,0,1,0,0,1,1,review_pending,CallToUnknown,3,^0.4.13,OK,"[""arbitrary-send-eth"", ""controlled-array-length"", ""controlled-array-length"", ""controlled-array-length"", ""controlled-array-length"", ""controlled-array-length"", ""shadowing-builtin"", ""constable-states"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""divide-before-multiply"", ""divide-before-multiply"", ""solc-version"", ""solc-version"", ""low-level-calls"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""reentrancy-benign"", ""reentrancy-no-eth"", ""timestamp"", ""too-many-digits"", ""too-many-digits"", ""unchecked-send"", ""unchecked-send""]",0.3333333333333333,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/1f448dcda1b131fe20ee2c91d627ecd59e047e7b3b737bc4097540633168ba68.sol,"Class08:CallToUnknown, Class11:Reentrancy, Class12:NonVulnerable"
37d50eaf5d392b72900876fbf91e729f9b3f4b65c85f88674fb11074e0272fe5,0,0,0,0,0,1,0,0,1,1,review_pending,CallToUnknown,3,^0.4.0,OK,"[""assembly"", ""boolean-equal"", ""constant-function-asm"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""solc-version"", ""solc-version"", ""incorrect-equality"", ""shadowing-local"", ""low-level-calls"", ""incorrect-modifier"", ""incorrect-modifier"", ""incorrect-modifier"", ""incorrect-modifier"", ""calls-loop"", ""calls-loop"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-unlimited-gas"", ""return-bomb"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""uninitialized-local"", ""uninitialized-local"", ""unused-state"", ""unused-state"", ""unused-state"", ""unused-state"", ""unused-state"", ""unused-state"", ""unused-state"", ""unused-state""]",0.3333333333333333,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/37d50eaf5d392b72900876fbf91e729f9b3f4b65c85f88674fb11074e0272fe5.sol,"Class08:CallToUnknown, Class11:Reentrancy, Class12:NonVulnerable"
4219abdc067eb57889cf8aaf1c62fb767f193298847f1bcecf2f0d86f90bfeda,0,0,0,0,0,1,0,0,1,1,review_pending,CallToUnknown,3,^0.4.19,OK,"[""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""divide-before-multiply"", ""solc-version"", ""solc-version"", ""locked-ether"", ""low-level-calls"", ""low-level-calls"", ""low-level-calls"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-no-eth"", ""return-bomb"", ""return-bomb"", ""return-bomb"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""timestamp"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits""]",0.3333333333333333,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4219abdc067eb57889cf8aaf1c62fb767f193298847f1bcecf2f0d86f90bfeda.sol,"Class08:CallToUnknown, Class11:Reentrancy, Class12:NonVulnerable"
474649f3c6177a74a0d36058ffce8c3415f1596ddff6790e0ac77b98727adfc8,0,0,0,0,0,1,0,0,1,1,review_pending,CallToUnknown,3,^0.4.0,OK,"[""assembly"", ""boolean-equal"", ""constant-function-asm"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""costly-loop"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""dead-code"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""deprecated-standards"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""solc-version"", ""solc-version"", ""incorrect-equality"", ""shadowing-local"", ""low-level-calls"", ""incorrect-modifier"", ""incorrect-modifier"", ""incorrect-modifier"", ""incorrect-modifier"", ""calls-loop"", ""calls-loop"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-eth"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-unlimited-gas"", ""return-bomb"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""unindexed-event-address"", ""uninitialized-local"", ""uninitialized-local"", ""unused-state"", ""unused-state"", ""unused-state"", ""unused-state"", ""unused-state"", ""unused-state"", ""unused-state"", ""unused-state""]",0.3333333333333333,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/474649f3c6177a74a0d36058ffce8c3415f1596ddff6790e0ac77b98727adfc8.sol,"Class08:CallToUnknown, Class11:Reentrancy, Class12:NonVulnerable"
4ad02f839bfade8819f3ab38fec581c708aa01428e3966f7867a90180027eb0b,0,0,0,0,0,1,0,0,1,1,review_pending,CallToUnknown,3,^0.4.11,OK,"[""assembly"", ""boolean-equal"", ""cache-array-length"", ""cache-array-length"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""constable-states"", ""divide-before-multiply"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""external-function"", ""erc20-interface"", ""erc20-interface"", ""solc-version"", ""solc-version"", ""incorrect-equality"", ""incorrect-equality"", ""low-level-calls"", ""events-access"", ""events-access"", ""events-access"", ""events-maths"", ""events-maths"", ""missing-inheritance"", ""missing-zero-check"", ""missing-zero-check"", ""missing-zero-check"", ""missing-zero-check"", ""missing-zero-check"", ""missing-zero-check"", ""missing-zero-check"", ""missing-zero-check"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""naming-convention"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-benign"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""reentrancy-events"", ""return-bomb"", ""timestamp"", ""timestamp"", ""timestamp"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""too-many-digits"", ""uninitialized-local"", ""uninitialized-local"", ""uninitialized-local"", ""uninitialized-local"", ""unused-return""]",0.3333333333333333,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4ad02f839bfade8819f3ab38fec581c708aa01428e3966f7867a90180027eb0b.sol,"Class08:CallToUnknown, Class11:Reentrancy, Class12:NonVulnerable"
