id,verdict,confidence,notes,src_len,path_ok,class
008827808c9a52f7ad497174b80a18016bed0dc3e77c3f8ba93481e407403067,UNCERTAIN,0.5,callvalue_no_slither,9460,True,Class11:Reentrancy
00348d4c904c3496e451be23ccb3cfb9f11df65dbfc5d3e79672aec90869fc5c,UNCERTAIN,0.5,callvalue_no_slither,14634,True,Class11:Reentrancy
007ccde4ee5b3120fbaf87ac4f979bee1defb9365b49d60bdd5216d7da11ebad,UNCERTAIN,0.5,callvalue_no_slither,18235,True,Class11:Reentrancy
00320798ad30a00eab79c54d246733dd3485a9a92bf1642b0e4d8d67c20ed49b,UNCERTAIN,0.5,callvalue_no_slither,284,True,Class11:Reentrancy
007c230200fd490291f0aa6c384d071c4583823c97864dc39d6836667adacc88,UNCERTAIN,0.5,callvalue_no_slither,6771,True,Class11:Reentrancy
0017c566f44515953ed38193302b3128f7efc299c66bd5733a294773d0a29317,UNCERTAIN,0.5,callvalue_no_slither,3353,True,Class11:Reentrancy
000cba10cb2a7b7dd1b62c3ddc945fb7fb21c595ee8ecc61de9ab28df64932eb,UNCERTAIN,0.5,callvalue_no_slither,13781,True,Class11:Reentrancy
00720c4a23864ac81777d5cd1aa18229829b35ff099a808f05c366462b9f8b7e,UNCERTAIN,0.5,callvalue_no_slither,65371,True,Class11:Reentrancy
00c1197b6f8f61bc5845940d3fb24e18f51fe3ad55518c90987c73f048e8f178,UNCERTAIN,0.5,callvalue_no_slither,7776,True,Class11:Reentrancy
005a500d9576b67d7fe60b101a0559cff5ce971898d7f0bf5b548421923c1622,UNCERTAIN,0.5,callvalue_no_slither,16016,True,Class11:Reentrancy
014eae0b4232c0879ad2e3f799f79fc1fa796f39f1edf1c3732d0cb76c1ca3a5,UNCERTAIN,0.5,callvalue_no_slither,2408,True,Class11:Reentrancy
016046603eaa44f2be0c842c56f70f3a91149969a448b38510034ba42003722f,UNCERTAIN,0.5,callvalue_no_slither,11409,True,Class11:Reentrancy
017d747df01b544ba4c0d27934ed4e667572c24bd38e40b0f46620aeee8bc4f1,UNCERTAIN,0.5,callvalue_no_slither,9832,True,Class11:Reentrancy
0184405c53fb12f673dd6fc1ffd0b5f4822b68ebe52bcab9183957a3e5400843,UNCERTAIN,0.5,callvalue_no_slither,1764,True,Class11:Reentrancy
01ccdbd380be657c6fc555c75a90af9f337d72a541c01de5912b90fe945a595e,UNCERTAIN,0.5,callvalue_no_slither,24393,True,Class11:Reentrancy
